sha1,project_name,extra,wasted,rework,Change_Parameter_Type,Change_Return_Type,Change_Variable_Type,Extract_Attribute,Extract_Class,Extract_Interface,Extract_Method,Extract_Subclass,Extract_Superclass,Extract_Variable,Inline_Method,Inline_Variable,Merge_Attribute,Merge_Parameter,Merge_Variable,Move_Attribute,Move_Class,Move_Method,Parameterize_Variable,Pull_Up_Attribute,Pull_Up_Method,Push_Down_Attribute,Push_Down_Method,Rename_Attribute,Rename_Class,Rename_Method,Rename_Parameter,Rename_Variable,Replace_Attribute,Replace_Variable_With_Attribute,Split_Attribute,Split_Parameter,Split_Variable,qty_commits_with_refac,qty_commits_with_refac_b1,qty_commits_with_refac_b2,qty_refactorings,qty_refac_b1,qty_refac_b2
79618a87952acdcc5cfaeea0daa78a22df928b71,zaproxy,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,5,5,0
e87072f14252f0bf14ddc74622d136dd47a05e34,zaproxy,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
1ecc12eae133e6df0b1add1d2a8b2ced2917bfac,zaproxy,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,4
5609fff8ef52fc9a4925bdfd88b7561450443d8f,zaproxy,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,7,7,0
cd4cb4d5bd66ad22dbd3720dc111dab8e002c80a,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
429af2ca9136934c993238e8819d0eeae837f77f,zaproxy,0,464,461,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,12,0,12
a7a6e806cb9c891ffe5bd0e56e1c19af831d6148,zaproxy,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,12,12,0
22c0265d809be4b0f21bf1c806e89859e605caf6,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59b8f2bf99ce6e4c0b76f6fa6cffd3c0667e86e7,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,10,10,0,7,7,0
af3f1e8a6ec86e861a248a52379bbec20e235dd8,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
ccee53845b5f2f56ee2a3c21407e4ab947bfa422,zaproxy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
ac7092d0a5b3de94303188d24320aae83cec71ba,zaproxy,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0
bf345303b9c238663601de6bc13613dc85fe4f20,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55202a1d5becf6260ecb25cd3ebc49e271d477e8,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9a11a5dc4ff953058181f4e34e3ca647ea44138a,zaproxy,0,0,0,1,2,2,0,1,0,9,0,1,3,4,0,0,0,0,0,0,3,0,2,8,0,0,5,0,5,3,1,0,2,0,0,0,17,1,16,52,26,26
7f8478fda11986623a8dc05f3c9068149a2d0cb7,zaproxy,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,1,5,9,0,9
4d85b66f4adce1956bb5499b4cab8fd73fcbdfe4,zaproxy,0,0,0,1,1,2,0,1,0,5,0,0,1,4,0,0,0,0,0,0,3,0,0,0,0,0,4,0,2,1,1,0,2,0,0,0,14,14,0,28,28,0
fde656d9b17baf899cf27bb45477e561171d2e43,zaproxy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,3,0
1b304b7ef6a210e5e0668ae6ca49d04459de865f,zaproxy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,3,0
7c0bc858569a50ce1769529e9aa9bad9801b8713,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed1ae45b921cecdd1589fc5b482883d4500d1b08,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
b9ca46496983f9ad4b79d32c2d49e7f97b13aded,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
58791e49f64e1da1ed3b95c3f64c3a655f6032de,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ccd4f5de691b9b7a3fee48f3844a1d241902c93,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6372c29c6d0d03c65dff5197ee8fb275fb84bb3a,zaproxy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
29a69eaddfdf02e1df8fb922d1c58213fb66327f,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73869694b0a913e78755fed8f070dd33497449e3,zaproxy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
33aa4e9992a0272f6ce4eeb6e78bc905958e9189,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a575bc0cc5c6ebc16c8217ae3197822b6d34c61,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f928327418ce919d6e6a58e0dfe0cad96b5df66b,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c7331e93d3a5c81e13876aad285ee9062261fbc,zaproxy,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
fa928ebb10708c9495a634ce25dec3813e2a87c8,zaproxy,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0
e1807fb6c76e9841beb58f03be8a209239cc604c,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5cebd8dc86da278ad0931e364da6c644acea74a,zaproxy,0,0,0,0,0,1,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,13,0,13
4dafb5907caecbbc6dc227bf3b87a83ac7971d22,zaproxy,0,0,0,0,0,2,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,14,13,1
17ede84dd11efe4a45d866010dceb83a5df84c9d,zaproxy,0,0,0,0,0,2,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,14,14,0
43884ad950991cb8e3e220e70eb672e0c6e14efc,zaproxy,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,6,0
4935c4f164d319593508b30535b081a858d52220,zaproxy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
55705934be026724e2810d5ae37ace4e94ca09ca,zaproxy,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,7,7,0
baa2eb6609f7bf50ea3fb1e8abddb20dadb283ae,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22e746de2779fc029c63a17d9401ca68c1e43638,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
bfaa978820f7b360012ef867e8438c0ff3bc7397,zaproxy,0,0,0,0,0,2,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,6,0,22,22,0
9f45789a2a3b1a4166bb87bddca90a59ea79d73d,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56a88bb4fd16c04cadd7b416bd9f81aa5bc60c27,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd7f118d3166a1644dee99e596e91924ea028f50,zaproxy,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
f408494457ff69f4e740372c3ef9a2e72a27498a,zaproxy,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0
71e2249af19211472225967814e65c3b0c23ebdb,zaproxy,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4
9ce9784a56ef45bd7d50454e207d6f45ec7dae9e,zaproxy,0,0,0,0,4,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,12,12,0
1d3376296eb7bd4e5fdfc67937caf68720db56af,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edcba6664347c8bd66e14572ec49c83095b87dd2,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8e2554a11fa4223c24a3cf92dbc6d387aa65b585,zaproxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
