id_commit,sha1,date_time,parent,type_branch,id_merge_commit,name,sha1_merge_commit
116566,b92b23f929dda519518f90df09386c0de45556fd,2014-01-01 05:22:28,173000394121d1f0e8a97fd4c185d4449e2bcbad,1,116572,redisson,dc9d61699d6b7d9ef703bc37f038bdfbda1fcede
116567,ee12ab19a349dd99d8a3114937a99db411d7e8c4,2014-01-01 05:23:03,b92b23f929dda519518f90df09386c0de45556fd,1,116572,redisson,dc9d61699d6b7d9ef703bc37f038bdfbda1fcede
116568,3a941a6078cce5691b91014e4ee6077df6cc17dd,2014-01-01 05:23:22,ee12ab19a349dd99d8a3114937a99db411d7e8c4,1,116572,redisson,dc9d61699d6b7d9ef703bc37f038bdfbda1fcede
116569,f01e1943623e36551f1cd8bbeb98d73a91d2556a,2014-01-01 05:23:36,3a941a6078cce5691b91014e4ee6077df6cc17dd,1,116572,redisson,dc9d61699d6b7d9ef703bc37f038bdfbda1fcede
116570,e2f47e7b48bb1e5b293d6e7a65ac1d8d2eee2042,2014-01-01 05:23:57,f01e1943623e36551f1cd8bbeb98d73a91d2556a,1,116572,redisson,dc9d61699d6b7d9ef703bc37f038bdfbda1fcede
116571,e00d03f1db4b03767642c34a0159e83f7114315d,2014-01-01 05:28:44,e2f47e7b48bb1e5b293d6e7a65ac1d8d2eee2042,1,116572,redisson,dc9d61699d6b7d9ef703bc37f038bdfbda1fcede
116565,a751d3c739f05b311d8a03bf96a087e57b703718,2013-12-22 14:00:35,173000394121d1f0e8a97fd4c185d4449e2bcbad,2,116572,redisson,dc9d61699d6b7d9ef703bc37f038bdfbda1fcede
116698,4060524c87dd764265976bf45dde7ce40a0e2dc3,2014-03-26 03:01:40,b57d78b40611ec863d66fa052ce8cac9dd73b8fb,1,116699,redisson,2803b2f34316a65b78aff5c7d5af170f3712fc08
116696,82a9ce8c37d19fb98781840196ec3b24cd7bec7c,2014-03-13 12:51:40,b57d78b40611ec863d66fa052ce8cac9dd73b8fb,2,116699,redisson,2803b2f34316a65b78aff5c7d5af170f3712fc08
116700,54e3ba41e1ef990320229fbfaed5d03b6fbe0e07,2014-03-26 03:24:51,2803b2f34316a65b78aff5c7d5af170f3712fc08,1,116701,redisson,756461f94b548f772b53933ad408c20a094e81f3
116714,9e1bef29647b4d7f01b1b18fd1c164846f97142a,2014-05-04 07:27:34,d49b35b16fbeea1b070a4578cd5e3b21a2b53d19,1,116715,redisson,b41a23858afef33ea259c96982b93df180f55b15
116725,63a2413be58929cd3b15b1cb0094df0531e35e2f,2014-05-30 07:57:38,bdfa678f5bccce99b6cbf9e298f504c6a6cd68b8,1,116726,redisson,2c8b1fc6c99c9f814f729d08cd9a8e9bfe407ec2
